-319, 9, 1003
-196, 31, 1000
-,-,-
1, -10, 994
5, -11, 988
5, -9, 994
5, -9, 994
3, -10, 993
3, -11, 993
3, -11, 993
4, -10, 994
4, -10, 993
5, -11, 993
5, -11, 993
3, -11, 993
3, -10, 993
3, -10, 993
